link,name,hall_of_fame,active_player,years_played,career_era,career_whip,career_ip,career_wl,career_wins,career_so,career_war,career_saves,world_series_wins,cy_young_awards,mvps,era_titles,all_star_apps
http://www.baseball-reference.com/players/b/boevejo01.shtml,Joe Boever,False,False,12,3.93,1.450,754.1,.430,34,541,5.4,49,0,0,0,0,0
http://www.baseball-reference.com/players/b/bogarjo01.shtml,John Bogart,False,False,1,3.04,1.437,23.2,.667,2,5,0.3,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boggsge01.shtml,George Boggs,False,False,2,5.54,1.673,133.1,.125,2,52,-1.7,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/boggsmi01.shtml,Mitchell Boggs,False,False,6,4.12,1.462,316.2,.464,13,233,0.4,6,1,0,0,0,0
http://www.baseball-reference.com/players/b/boggsra01.shtml,Ray Boggs,False,False,1,5.40,1.800,5.0,,0,0,0.0,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boggsto01.shtml,Tommy Boggs,False,False,9,4.22,1.392,584.0,.313,20,278,2.4,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boglewa01.shtml,Warren Bogle,False,False,1,4.30,1.478,23.0,,0,26,-0.4,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bohanbr01.shtml,Brian Bohanon,False,False,12,5.19,1.539,1116.0,.474,54,671,9.0,2,0,0,0,0,0
http://www.baseball-reference.com/players/b/bohenpa01.shtml,Pat Bohen,False,False,2,3.00,1.000,9.0,.000,0,5,0.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bohnch01.shtml,Charlie Bohn,False,False,1,3.00,1.333,18.0,.500,1,1,0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bohnejo01.shtml,John Bohnet,False,False,1,6.94,1.543,11.2,,0,4,-0.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boitada01.shtml,Dan Boitano,False,False,5,5.68,1.598,71.1,.500,2,52,-0.7,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bokeldi01.shtml,Dick Bokelmann,False,False,3,4.90,1.632,68.0,.429,3,27,-1.2,3,0,0,0,0,0
http://www.baseball-reference.com/players/b/bokinjo01.shtml,Joe Bokina,False,False,1,8.64,2.520,8.1,.000,0,5,-0.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bolanbe01.shtml,Bernie Boland,False,False,7,3.25,1.278,1062.0,.562,68,364,10.8,13,0,0,0,0,0
http://www.baseball-reference.com/players/b/bolanro01.shtml,Ronald Bolanos,False,True,3,5.76,1.551,29.2,.000,0,31,-0.3,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bolde02.shtml,Bolden,False,False,1,5.40,1.500,6.2,,0,2,-0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boldebi01.shtml,Bill Bolden,False,False,1,5.25,1.750,12.0,.000,0,4,-0.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bolenst01.shtml,Stew Bolen,False,False,4,6.09,1.827,139.0,.188,3,72,-0.7,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bolinbo01.shtml,Bobby Bolin,False,False,13,3.40,1.244,1576.0,.540,88,1175,18.9,51,0,0,0,0,0
http://www.baseball-reference.com/players/b/bollogr01.shtml,Greg Bollo,False,False,2,3.34,1.045,29.2,.000,0,20,0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bolsimi01.shtml,Mike Bolsinger,False,False,4,4.92,1.513,230.2,.296,8,210,-1.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boltoro01.shtml,Rod Bolton,False,False,2,7.69,1.834,64.1,.200,2,27,-1.7,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boltoto01.shtml,Tom Bolton,False,False,8,4.56,1.588,540.1,.477,31,336,3.4,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/bombama01.shtml,Mark Bomback,False,False,4,4.47,1.517,314.1,.471,16,124,2.5,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bondto01.shtml,Tommy Bond,False,False,10,2.14,1.091,3628.2,.589,234,972,60.9,0,0,0,0,2,0
http://www.baseball-reference.com/players/b/bondeje01.shtml,Jeremy Bonderman,False,False,9,4.91,1.409,1231.0,.460,69,961,4.9,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bonesri01.shtml,Ricky Bones,False,False,11,4.85,1.475,1278.1,.434,63,564,6.9,1,0,0,0,0,1
http://www.baseball-reference.com/players/b/bonetju01.shtml,Julio Bonetti,False,False,3,6.03,1.798,173.0,.300,6,50,0.3,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/boneyha01.shtml,Hank Boney,False,False,1,2.25,1.500,4.0,,0,0,0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bongju01.shtml,Jung Bong,False,False,3,5.17,1.583,78.1,.636,7,62,-0.9,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/bonhabi01.shtml,Bill Bonham,False,False,10,4.01,1.444,1487.1,.475,75,985,18.2,11,0,0,0,0,0
http://www.baseball-reference.com/players/b/bonhati01.shtml,Tiny Bonham,False,False,10,3.06,1.153,1551.0,.589,103,478,23.3,9,2,0,0,0,2
http://www.baseball-reference.com/players/b/bonikjo01.shtml,Joe Bonikowski,False,False,1,3.88,1.334,99.2,.417,5,45,1.0,2,0,0,0,0,0
http://www.baseball-reference.com/players/b/bonilli01.shtml,Lisalverto Bonilla,False,False,2,6.28,1.552,57.1,.571,4,45,-0.4,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bonined01.shtml,Eddie Bonine,False,False,3,4.74,1.543,129.0,.700,7,54,0.0,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bonnebi01.shtml,Bill Bonness,False,False,1,7.71,2.286,7.0,.000,0,1,-0.3,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bonogu01.shtml,Gus Bono,False,False,1,8.76,1.865,12.1,.000,0,4,-0.5,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bonsebo01.shtml,Boof Bonser,False,False,4,5.18,1.459,416.2,.432,19,334,-0.5,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bookech01.shtml,Chris Booker,False,False,3,14.29,2.294,11.1,.000,0,10,-0.6,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bookegr01.shtml,Greg Booker,False,False,8,3.89,1.500,264.0,.417,5,119,-0.3,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/boolere01.shtml,Red Booles,False,False,1,1.99,1.235,22.2,.000,0,6,-0.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/booneal01.shtml,Alonzo Boone,False,False,11,4.10,1.407,248.0,.536,15,120,1.6,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/booneda01.shtml,Dan Boone,False,False,4,5.10,1.645,162.1,.381,8,25,-0.4,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/booneda02.shtml,Danny Boone,False,False,3,3.36,1.318,101.2,.667,2,57,0.7,4,0,0,0,0,0
http://www.baseball-reference.com/players/b/boonege01.shtml,George Boone,False,False,1,7.80,1.600,15.0,,0,4,-0.3,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/boonele01.shtml,Lefty Boone,False,False,5,5.35,1.595,116.0,.267,4,108,-0.4,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bootcch01.shtml,Chris Bootcheck,False,False,7,6.55,1.658,148.1,.300,3,106,-1.6,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/boozejo01.shtml,John Boozer,False,False,7,4.09,1.402,394.1,.467,14,282,0.2,15,0,0,0,0,0
http://www.baseball-reference.com/players/b/borbope01.shtml,Pedro Borbón,False,False,12,3.52,1.314,1026.2,.639,69,409,5.2,80,2,0,0,0,0
http://www.baseball-reference.com/players/b/borbope02.shtml,Pedro Borbón,False,False,9,4.68,1.450,271.0,.500,16,224,0.7,6,1,0,0,0,0
http://www.baseball-reference.com/players/b/borchge01.shtml,George Borchers,False,False,2,3.72,1.478,67.2,.444,4,26,-0.9,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bordejo01.shtml,Joe Borden,False,False,2,2.56,1.273,284.1,.448,13,43,0.8,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/bordiri01.shtml,Rich Bordi,False,False,9,4.34,1.357,371.1,.500,20,247,1.4,10,0,0,0,0,0
http://www.baseball-reference.com/players/b/bordlbi01.shtml,Bill Bordley,False,False,1,4.70,1.793,30.2,.400,2,11,-0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/borispa01.shtml,Paul Boris,False,False,1,3.99,1.309,49.2,.333,1,30,0.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/borkfr01.shtml,Frank Bork,False,False,1,4.07,1.476,42.0,.500,2,31,0.1,2,0,0,0,0,0
http://www.baseball-reference.com/players/b/borkoda01.shtml,Dave Borkowski,False,False,7,5.87,1.559,346.1,.394,13,265,-2.2,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/borlato02.shtml,Toby Borland,False,False,9,4.17,1.517,269.2,.550,11,211,0.5,8,0,0,0,0,0
http://www.baseball-reference.com/players/b/borlato01.shtml,Tom Borland,False,False,2,6.75,1.788,52.0,.000,0,32,-1.3,3,0,0,0,0,0
http://www.baseball-reference.com/players/b/borowjo01.shtml,Joe Borowski,False,False,12,4.18,1.380,454.1,.393,22,372,3.6,131,0,0,0,0,0
http://www.baseball-reference.com/players/b/borowha01.shtml,Hank Borowy,False,False,10,3.50,1.330,1717.0,.568,108,690,16.0,7,1,0,0,1,2
http://www.baseball-reference.com/players/b/borucry01.shtml,Ryan Borucki,False,True,4,4.23,1.403,144.2,.471,8,115,2.0,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boscawi01.shtml,Wilfredo Boscan,False,False,1,6.46,1.435,15.1,.500,1,8,-0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boshebu01.shtml,Buddy Boshers,False,False,4,4.49,1.317,106.1,.500,3,104,0.3,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bosioch01.shtml,Chris Bosio,False,False,11,3.96,1.300,1710.0,.503,94,1059,24.4,9,0,0,0,0,0
http://www.baseball-reference.com/players/b/boskish01.shtml,Shawn Boskie,False,False,9,5.14,1.464,870.1,.438,49,494,1.2,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/bosmadi01.shtml,Dick Bosman,False,False,11,3.67,1.261,1591.0,.491,82,757,10.9,2,0,0,0,1,0
http://www.baseball-reference.com/players/b/bosseme01.shtml,Mel Bosser,False,False,1,3.38,1.625,16.0,1.000,2,3,0.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bostiak01.shtml,Akeem Bostick,False,True,1,0.00,1.000,1.0,,0,0,0.0,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boswean01.shtml,Andy Boswell,False,False,1,5.91,1.969,64.0,.429,3,30,-0.8,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bosweda01.shtml,Dave Boswell,False,False,8,3.52,1.257,1065.1,.548,68,882,12.6,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/botelde01.shtml,Derek Botelho,False,False,2,4.90,1.588,68.0,.429,3,35,0.3,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bottari01.shtml,Ricky Bottalico,False,False,12,3.99,1.395,628.2,.440,33,575,6.1,116,0,0,0,0,1
http://www.baseball-reference.com/players/b/botteke01.shtml,Kent Bottenfield,False,False,9,4.54,1.464,911.2,.484,46,566,6.7,10,0,0,0,0,1
http://www.baseball-reference.com/players/b/bottira01.shtml,Ralph Botting,False,False,2,7.39,2.036,56.0,.400,2,34,-1.3,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/botzbo01.shtml,Bob Botz,False,False,1,3.43,1.302,63.0,.667,2,24,0.4,2,0,0,0,0,0
http://www.baseball-reference.com/players/b/bouchde01.shtml,Denis Boucher,False,False,4,5.42,1.534,146.0,.353,6,77,-0.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bouldca01.shtml,Carl Bouldin,False,False,4,6.15,1.758,71.2,.273,3,36,-1.9,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boultja01.shtml,Jake Boultes,False,False,3,2.96,1.291,222.1,.364,8,78,-2.3,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bourgst01.shtml,Steve Bourgeois,False,False,1,6.30,2.025,40.0,.250,1,17,-0.6,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bourqja01.shtml,James Bourque,False,False,2,13.50,2.786,4.2,1.000,1,1,-0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boutoji01.shtml,Jim Bouton,False,False,10,3.57,1.264,1238.2,.496,62,720,7.5,6,0,0,0,0,1
http://www.baseball-reference.com/players/b/boveemi01.shtml,Mike Bovee,False,False,1,5.40,1.200,3.1,,0,5,0.0,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowdebe01.shtml,Ben Bowden,False,True,1,6.56,1.822,35.2,.600,3,42,-0.6,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowdemi01.shtml,Michael Bowden,False,False,6,4.51,1.399,133.2,.375,3,100,0.8,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowele01.shtml,Lefty Bowe,False,False,2,3.46,1.392,83.1,.429,3,72,1.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowench02.shtml,Chuck Bowen,False,False,1,0.00,0.000,0.2,,0,0,0.0,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowency01.shtml,Cy Bowen,False,False,1,6.00,1.750,12.0,.000,0,3,-0.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowenry01.shtml,Ryan Bowen,False,False,5,5.30,1.638,326.0,.378,17,216,-1.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowerce01.shtml,Cedrick Bowers,False,False,2,7.40,1.645,20.2,.000,0,23,-0.4,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowerle01.shtml,Lefty Bowers,False,False,2,11.81,2.625,16.0,.500,1,5,-0.7,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowersh01.shtml,Shane Bowers,False,False,1,8.05,1.842,19.0,.000,0,7,-0.5,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowerst01.shtml,Stew Bowers,False,False,2,4.60,1.875,29.1,.667,2,5,0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowiemi01.shtml,Micah Bowie,False,False,6,6.16,1.689,156.1,.381,8,111,-0.9,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowlegr01.shtml,Grant Bowler,False,False,2,6.91,1.968,41.2,.000,0,17,-0.4,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowlebr01.shtml,Brian Bowles,False,False,3,3.23,1.370,30.2,.667,2,25,0.4,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowlech01.shtml,Charlie Bowles,False,False,2,4.38,1.539,51.1,.200,1,17,-0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowleem01.shtml,Emmett Bowles,False,False,1,27.00,3.000,1.0,,0,0,-0.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowmaab01.shtml,Abe Bowman,False,False,2,4.74,1.662,74.0,.200,2,27,-1.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowmabo01.shtml,Bob Bowman,False,False,4,3.82,1.367,365.0,.605,26,146,3.4,9,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowmajo01.shtml,Joe Bowman,False,False,11,4.40,1.460,1465.2,.445,77,502,7.5,11,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowmama01.shtml,Matt Bowman,False,False,4,4.02,1.263,181.1,.350,7,149,0.5,2,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowmaro01.shtml,Roger Bowman,False,False,5,5.81,1.768,117.2,.154,2,75,-0.7,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowmasu01.shtml,Sumner Bowman,False,False,2,5.22,1.861,146.2,.286,4,46,-2.0,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowsfte01.shtml,Ted Bowsfield,False,False,7,4.35,1.446,662.1,.487,37,326,2.3,6,0,0,0,0,0
http://www.baseball-reference.com/players/b/bowyetr01.shtml,Travis Bowyer,False,False,1,5.59,1.345,9.2,.000,0,12,0.0,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boxbebr01.shtml,Brad Boxberger,False,True,10,3.52,1.270,393.2,.443,27,496,3.1,81,0,0,0,0,1
http://www.baseball-reference.com/players/b/boydga01.shtml,Gary Boyd,False,False,1,9.00,2.000,11.0,.000,0,9,-0.4,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boydja01.shtml,Jake Boyd,False,False,3,7.02,1.970,143.2,.158,3,27,-2.7,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boydja02.shtml,Jason Boyd,False,False,5,5.74,1.523,133.1,.714,5,97,-1.4,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boydji01.shtml,Jimmy Boyd,False,False,1,1.29,0.857,7.0,1.000,1,3,0.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boydma01.shtml,Matthew Boyd,False,True,7,4.96,1.327,784.1,.374,37,759,7.6,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boydoi01.shtml,Oil Can Boyd,False,False,10,4.04,1.292,1389.2,.503,78,799,17.3,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/boydra01.shtml,Ray Boyd,False,False,2,3.09,1.269,58.1,.333,2,26,-0.1,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/boyerbl01.shtml,Blaine Boyer,False,False,12,4.55,1.431,468.1,.386,17,292,-1.7,5,0,0,0,0,0
http://www.baseball-reference.com/players/b/boyercl01.shtml,Cloyd Boyer,False,False,5,4.73,1.544,395.2,.465,20,198,0.6,2,0,0,0,0,0
http://www.baseball-reference.com/players/b/boylehe01.shtml,Henry Boyle,False,False,6,3.06,1.206,1756.1,.445,89,602,22.7,1,0,0,0,1,0
http://www.baseball-reference.com/players/b/boyleha01.shtml,Harry Boyles,False,False,2,5.79,2.020,32.2,.000,0,19,-0.8,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/bozema01.shtml,Marshall Boze,False,False,1,7.79,2.227,32.1,.000,0,19,-0.8,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/brabege01.shtml,Gene Brabender,False,False,5,4.25,1.373,620.2,.449,35,440,-0.5,6,0,0,0,0,0
http://www.baseball-reference.com/players/b/brachbr01.shtml,Brad Brach,False,True,11,3.55,1.337,552.2,.567,38,589,5.8,34,0,0,0,0,1
http://www.baseball-reference.com/players/b/brachsi01.shtml,Silvino Bracho,False,False,5,4.82,1.316,89.2,.500,2,94,0.0,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/brackdo01.shtml,Doc Bracken,False,False,2,3.90,1.518,27.2,.500,2,29,0.3,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/brackja01.shtml,Jack Bracken,False,False,1,6.21,1.680,100.0,.333,4,18,-1.3,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/brackjo01.shtml,John Brackenridge,False,False,1,5.56,1.559,34.0,.000,0,11,-1.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/brackan01.shtml,Andrew Brackman,False,False,1,0.00,1.714,2.1,,0,0,0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/braddza01.shtml,Zach Braddock,False,False,2,4.41,1.471,51.0,.250,1,59,0.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradeda01.shtml,Dallas Braden,False,False,5,4.16,1.325,491.1,.419,26,305,5.0,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradedo01.shtml,Don Bradey,False,False,1,19.29,3.857,2.1,.000,0,2,-0.6,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradfbi01.shtml,Bill Bradford,False,False,1,9.00,1.500,2.0,,0,0,0.0,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradfch01.shtml,Chad Bradford,False,False,12,3.26,1.288,515.2,.563,36,313,10.1,11,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradfch03.shtml,Charlie Bradford,False,False,2,5.91,2.531,10.2,1.000,1,3,-0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradfch02.shtml,Chasen Bradford,False,False,3,3.89,1.279,104.0,1.000,7,76,1.1,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradfla01.shtml,Larry Bradford,False,False,4,2.52,1.283,103.2,.600,6,58,1.5,7,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradl03.shtml,Bradley,False,False,1,6.75,3.750,2.2,,0,1,-0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradlar01.shtml,Archie Bradley,False,True,7,3.89,1.367,463.0,.517,30,465,6.0,30,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradlbe01.shtml,Bert Bradley,False,False,1,6.48,2.160,8.1,,0,3,-0.3,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradlfo01.shtml,Foghorn Bradley,False,False,1,2.49,1.252,173.1,.474,9,16,0.3,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradlfr02.shtml,Frank Bradley,False,False,6,2.52,0.992,239.0,.714,20,198,6.1,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradlfr01.shtml,Fred Bradley,False,False,2,5.60,1.245,17.2,,0,2,-0.4,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradlge01.shtml,George Bradley,False,False,9,2.43,1.090,2940.0,.531,171,671,22.3,2,0,0,0,1,0
http://www.baseball-reference.com/players/b/bradlhe01.shtml,Herb Bradley,False,False,3,5.93,1.507,74.1,.200,1,20,-0.3,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradlje01.shtml,Jed Bradley,False,False,1,5.14,1.857,7.0,.500,1,4,0.0,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradlpr01.shtml,Provine Bradley,False,False,2,5.17,1.468,31.1,.000,0,14,-0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradlry01.shtml,Ryan Bradley,False,False,1,5.68,1.658,12.2,.667,2,13,-0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradlto01.shtml,Tom Bradley,False,False,7,3.72,1.287,1017.2,.474,55,691,10.1,2,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradsjo01.shtml,Joe Bradshaw,False,False,1,4.50,1.750,4.0,,0,1,0.0,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradybi01.shtml,Bill Brady,False,False,1,0.00,2.000,1.0,,0,0,0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradyji01.shtml,Jim Brady,False,False,1,28.42,4.105,6.1,,0,3,-0.8,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradyki01.shtml,King Brady,False,False,5,3.08,1.490,49.2,.600,3,20,0.4,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradymi01.shtml,Michael Brady,False,False,1,5.68,1.232,31.2,,0,24,-0.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/bradyne01.shtml,Neal Brady,False,False,3,4.20,1.475,81.1,.400,2,22,0.2,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/braggdi01.shtml,Dick Braggins,False,False,1,4.78,1.844,32.0,.333,1,1,-0.5,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/brainas01.shtml,Asa Brainard,False,False,4,4.40,1.697,699.2,.312,24,25,-6.0,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/braital01.shtml,Al Braithwood,False,False,1,0.00,0.000,3.0,,0,2,0.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/brameer01.shtml,Erv Brame,False,False,5,4.76,1.488,791.2,.584,52,188,5.5,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/brancra01.shtml,Ralph Branca,False,False,12,3.79,1.371,1484.0,.564,88,829,14.8,19,0,0,0,0,3
http://www.baseball-reference.com/players/b/brancha01.shtml,Harvey Branch,False,False,1,5.40,2.000,5.0,.000,0,2,-0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/brancno01.shtml,Norm Branch,False,False,2,3.73,1.548,62.2,.714,5,41,0.1,4,0,0,0,0,0
http://www.baseball-reference.com/players/b/brancro01.shtml,Roy Branch,False,False,1,7.94,1.676,11.1,.000,0,6,-0.3,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/brandma01.shtml,Mark Brandenburg,False,False,3,4.49,1.503,144.1,.385,5,121,1.4,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/brandch01.shtml,Chick Brandom,False,False,3,2.08,1.204,108.0,.750,3,44,-0.3,3,0,0,0,0,0
http://www.baseball-reference.com/players/b/brandbu01.shtml,Bucky Brandon,False,False,7,4.04,1.408,590.0,.431,28,354,0.3,13,0,0,0,0,0
http://www.baseball-reference.com/players/b/brandbi01.shtml,Bill Brandt,False,False,3,3.57,1.388,80.2,.625,5,21,0.4,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/branded01.shtml,Ed Brandt,False,False,11,3.86,1.375,2268.1,.453,121,877,31.5,17,0,0,0,0,0
http://www.baseball-reference.com/players/b/branhsl01.shtml,Slim Branham,False,False,6,5.30,1.556,426.0,.389,21,170,2.2,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/branige01.shtml,George Branigan,False,False,1,6.45,1.590,44.2,.667,2,21,-0.4,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/brantcl01.shtml,Cliff Brantley,False,False,2,4.25,1.611,108.0,.333,4,57,0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/brantje01.shtml,Jeff Brantley,False,False,14,3.39,1.303,859.1,.483,43,728,11.3,172,0,0,0,0,1
http://www.baseball-reference.com/players/b/brashki01.shtml,Kitty Brashear,False,False,1,4.50,1.250,8.0,1.000,1,5,-0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/brasiry01.shtml,Ryan Brasier,False,True,5,3.39,1.182,135.1,.545,6,136,2.7,7,1,0,0,0,0
http://www.baseball-reference.com/players/b/braulst01.shtml,Steven Brault,False,True,6,4.77,1.526,343.1,.400,12,291,1.9,1,0,0,0,0,0
http://www.baseball-reference.com/players/b/braunjo01.shtml,John Braun,False,False,1,0.00,1.500,2.0,,0,1,0.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/braunry01.shtml,Ryan Braun,False,False,2,6.66,1.680,50.0,.667,2,30,-0.7,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/braxtga01.shtml,Garland Braxton,False,False,10,4.13,1.375,938.0,.485,50,412,9.8,29,0,0,0,1,0
http://www.baseball-reference.com/players/b/braybi01.shtml,Bill Bray,False,False,6,3.74,1.383,197.1,.520,13,188,2.3,3,0,0,0,0,0
http://www.baseball-reference.com/players/b/braymbe01.shtml,Ben Braymer,False,False,1,1.23,1.636,7.1,1.000,1,8,0.4,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/brazede01.shtml,Dewon Brazelton,False,False,5,6.38,1.683,271.0,.242,8,145,-3.1,0,0,0,0,0,0
http://www.baseball-reference.com/players/b/brazlal01.shtml,Al Brazle,False,False,10,3.31,1.365,1377.0,.602,97,554,20.1,59,1,0,0,0,0
http://www.baseball-reference.com/players/b/brazoyh01.shtml,Yhency Brazobán,False,False,6,4.76,1.455,121.0,.455,10,108,-0.8,21,0,0,0,0,0
http://www.baseball-reference.com/players/b/breale01.shtml,Leslie Brea,False,False,2,12.27,2.818,11.0,.000,0,5,-0.6,0,0,0,0,0,0
